id,project_name,team_names,status,track,description_full,url
"15744","CausalMind Ops Engine","Praveen Dominic Dharmalinga Pandian","CLOSED","Build (Net-New Agents)","CausalMind Ops Engine- Detect, diagnose, patch, prove — self-healing pipelines for the modern data stack.Problem to solveCurrent tools stop at detection or, at best, root-cause localization - naming the failing service, table, or deploy. None close the loop: writing the patch, validating recovery against the business KPI, and signing an audit record. The senior data engineer still does that work at 3 AM.. Datadog detects a pipeline failed at 03:00 UTC, but cannot tell you that an upstream vendor renamed customer_status to status at 02:14 UTC and the fix is a four-line transformation patch. Monte Carlo flags the data anomaly but cannot write the SQL, regression test, or data contract. Sweep and Cursor agents wait for a human to type ""fix this."" Runbook automation runs deterministic playbooks for problems already understood. Every layer alerts or detects; none deploys a verified fix and turns the incident into a guardrail.This creates a massive ceiling on AI utility in B2B production reliability. Detecting that something broke is a parlor trick; closing the loop autonomously — with proven recovery and zero engineer minutes at 3 AM — is a highly monetizable enterprise service. The painful work of connecting an upstream vendor change to the downstream pipeline failure to the CFO's broken Monday dashboard, inferring the silently-shifted value mapping, generating the patch, validating recovery, and signing the SOX audit record still falls to the senior data engineer on call. Her reasoning stays locked inside her head, unscalable across thousands of pipelines.Mid-market data teams need a way to scale their gold-standard reliability reasoning without dilution. The market is large and underserved: AIOps is a $40B category and data contracts grow from $1.85B in 2024 to $8.72B by 2033 (Acceldata). Today's tools sit on the alert-and-detect side; the close-the-loop side is wide open.Our solutionCausalMind is a net-new autonomous reliability platform using the Agent Development Kit. Instead of stitching together monitoring, observability, code agents, and runbooks, we deploy a 12-agent specialist swarm that closes the loop end to end.A Coordinator — an ADK Custom Agent — orchestrates eleven specialists: Data, Log, Infra, API, Code Repair, Test, Validation, Learning, Governance, Deployment, and Cost. Each carries a narrow declarative system prompt and typed MCP toolset. Operating on declarative reliability ontologies — version-controlled data contracts, autonomy-tier policies, runbook RAG — they reason on customer-specific standards, not generic heuristics. Validation runs on a deliberately different model from Code Repair: a generator never grades its own work. The Coordinator runs the swarm in parallel for diagnosis, sequentially for remediation, and arbitrates outputs into an explicit causal graph. If Data flags a column rename in raw.customers at 02:14 UTC and Log flags a ColumnNotFound cluster at 02:31 UTC, the Coordinator diagnoses the vendor change as causal driver, generates the SQL patch, opens a GitHub PR under confidence-tiered autonomy, deploys after one human approval, validates the BigQuery dashboard recovers, and stores the signature so the next occurrence heals in seconds.Four capabilities differentiate CausalMind.Causal Lineage Diagnosis: reasoning over an explicit causal graph (APIs, BigQuery tables, Dataform actions, deployments, KPIs) instead of correlating log keywords.Drift Forecast: the Memory Agent predicts incidents by clustering vendor changelog cadence and signature similarity, surfacing risk days before impact.Time-Travel Debug: every step writes an immutable event to an append-only timeline — replayable as compliance evidence, debug surface, and audit record in one artifact.Confidence-Tiered Autonomy: trust climbs from recommend-only, through PR with human merge, to auto-merge of low-risk patterns with 50+ prior successes.By separating agent reasoning (Gemini + ADK + MCP) from operational knowledge (contracts, autonomy policies, runbook RAG, timelines), data teams, CISOs, and CFOs audit, edit, and scale their exact reliability standards without dilution. Every fix carries a cryptographic provenance record signed at deploy — transforming subjective 3 AM triage into SOX-grade documentation. Reference customer Helio Finance, a mid-market fintech, spends ~$416K/year on drift triage; CausalMind targets 80% elimination at $48K/year — a 7× year-one return.Powered by Gemini Enterprise Agent Platform end to end. Deployed to Vertex AI Agent Runtime; Sessions hold per-incident state, Memory Bank manages long-term pattern similarity. Reasoning runs on Gemini 2.5 Pro and 2.0 Flash. Custom RAG grounds against Agent Search Data Stores (BigQuery-backed) for runbooks and contracts; Grounding with Google Search powers Drift Forecast by monitoring vendor changelogs. Discoverable via A2A at /.well-known/agent.json so other agents in a Gemini Enterprise mesh can query CausalMind in natural language.","https://devpost.team/google-cloud-for-startups/projects/15744"
"15473","OpenDrive Clipboard","Jason Law","OPEN","Build (Net-New Agents)","Problem to solveBehind-the-wheel lessons should be learning experiences, not pass/fail moments or overwhelming correction lists.In a good drive lesson, the student is practicing skills and drills, learning as they go, and receiving simple follow-up from the instructor: “work on this next.” But in real-world instruction, two problems can happen. Some lessons drift toward evaluation-heavy instruction, where the student feels like every drive is a test. Other lessons end with too many corrections at once, leaving the student discouraged or unsure what actually matters most.Students need clear, respectful feedback they can digest. A young adult, international student, or student without strong practice support at home may need more than “brake earlier” or “watch your speed.” They need to understand the specific skill to work on, why it matters, and what practice step comes next.OpenDrive Clipboard helps licensed instructors turn teachable moments into instructor-reviewed debriefs that are simple, structured, and evidence-informed. A moment such as taking right turns too fast, missing signals, drifting into one-handed control, following too closely, or braking late can become a clear practice focus without turning the debrief into criticism or shame.The goal is not to replace instructor judgment. The goal is to help instructors preserve the lesson, connect observations to specific skills, and send students home with respectful next steps they can actually use.AI organizes the moment. The instructor leads the lesson.Our solutionOpenDrive Clipboard is a Gemini-powered, ADK-ready agent workflow that drafts post-drive debrief materials for a licensed instructor to review and approve.It runs after the lesson, not during the drive. It does not exist in the vehicle cabin. It does not capture interior audio. It does not control the vehicle, grade readiness, make licensing decisions, or communicate with the student during a drive.The agent takes a demo driving scenario, such as late braking near a crosswalk, residential speed creep, following too closely, missed signaling, or yellow-light indecision, and produces an instructor-ready draft containing:1. Safety summary2. Observed safety concern3. Suggested lesson focus4. Student reflection prompt5. Practice assignment6. Family-friendly summary7. Language-access preview8. Reviewed demo log entryEvery output is marked: DRAFT — INSTRUCTOR REVIEW REQUIRED.The draft is held at a hard human-review gate. The licensed instructor clicks Approve, Edit, Reject, or Regenerate. Nothing reaches a student or family without the instructor’s sign-off. This is the product’s safety boundary, regulatory boundary, and core differentiator.Architecture:- Gemini for reasoning and classification- Google ADK / ADK-ready orchestration- Typed tool layer for demo drive events, lesson-context retrieval, debrief drafting, language-access preview, and instructor review decisions- Vue 3 + Laravel instructor review-gate dashboard- Google Cloud Run deployment for the dashboard and agent servicesThe public demo uses demo data only: no real student records, no PII, no production OpenDrive Beacon data, no interior audio, and no production secrets in the public repo.Two products, one umbrella:OpenDrive Beacon is the private in-vehicle evidence layer: CAN bus, IMU, GPS, and forward-road camera data for future instructor-reviewed post-drive analysis.OpenDrive Clipboard is this public hackathon submission: the post-drive drafting and review layer that turns demo driving scenarios into instructor-reviewed debrief materials.Beacon records. Clipboard drafts. The licensed instructor decides.Regulatory posture:OpenDrive Clipboard supports licensed-instructor documentation and review. AI-assisted note drafting is treated as a documentation aid for the licensed professional, similar to a digital intake form, structured event log, or lesson-summary drafting aid.The system is not an AI driving instructor, vehicle-control system, licensing evaluator, diagnostic tool, enforcement tool, or readiness grader.OpenDrive™, OpenDrive Beacon™, and OpenDrive Clipboard™ are working names of Street Law OpenDrive.","https://devpost.team/google-cloud-for-startups/projects/15473"
"15439","Calorie Tracking Agent","Harsh Gupta; Raj Kapadia","OPEN","Optimize (Existing Agents)","MacroPilot AI – Autonomous Nutrition & Fitness Intelligence AgentOverviewMacroPilot AI is an autonomous, conversational health intelligence agent designed to help users track, optimize, and manage their nutrition and fitness in real time.Unlike traditional calorie trackers, MacroPilot goes beyond logging - it actively reasons over user behavior, adapts to goals, and executes multi-step workflows such as dietary analysis, macro optimization, and fitness recommendations.The system is built using an agentic architecture that integrates external tools, persistent memory, and structured workflows to deliver production-grade reliability.","https://devpost.team/google-cloud-for-startups/projects/15439"
"15410","AI Workforce for Accounting Firms","Bruno Del Palacio Rodríguez","OPEN","","Problem to solveProblem to solveSpanish accounting firms do not just struggle with reading invoices; they struggle with operating high-volume, multi-client invoice workflows across email, WhatsApp, drives, portals, and accounting systems. Manual batch review, tax coding, exception handling, missing-document follow-up, and tenant-by-tenant supervision make the process slow, expensive, difficult to scale, and prone to errors.The urgency is growing because Spain is moving toward mandatory B2B e-invoicing under Ley Crea y Crece, while VAT record books already have formal AEAT requirements and some taxpayers must manage VAT reporting through SII. As a result, firms need more than OCR: they need an operational layer that can review batches of invoices, monitor tenant health, detect anomalies, and keep document workflows under control with full traceability.Our solutionWe are building a production-grade AI backoffice agent for Spanish accounting firms on Google Cloud. Instead of using the LLM to read every invoice expensively, the agent uses our proprietary invoice-processing pipeline as a specialized low-cost perception layer, and combines it with Gemini 2.5 and the Agent Development Kit to orchestrate document intake, batch invoice review, tenant supervision, exception handling, and repetitive tax backoffice operations at scale.The agent is designed to supervise thousands of invoices across multiple tenants, not just process one document at a time. It can collect invoices from multiple channels, trigger bulk processing jobs, review low-confidence or inconsistent outputs, monitor invoice and tenant status across periods, flag anomalies, request missing documents, escalate edge cases to a human reviewer, and push validated results into the accounting workflow.","https://devpost.team/google-cloud-for-startups/projects/15410"
"15837","Automated Customer Service","Graham Bowman","CLOSED","Build (Net-New Agents)","Problem to solveManaging a start-up requires many hats. Not only does a founder need to manage research and development, engineering, and marketing, they also need to focus on responding to customer queries, complaints or suggestions. This is a time-consuming task that often requires validating claims against internal databases, researching solutions and crafting suitable responses. Our solutionAn agent that will monitor incoming communication, categorise the type of message, validate any claims against internal logs and databases, determine a resolution, issue a refund where necessary, and communicate the resolution back to the customer.","https://devpost.team/google-cloud-for-startups/projects/15837"
"15869","Track 2.WorkorAI Matching Reliability Agent","Alex Yakushin","CLOSED","Optimize (Existing Agents)","An optimization agent that stress-tests developer-role matching, detects weak fit scores, and improves shortlist reliability using AI interview evidence.Problem to solveTechnology companies do not just need faster developer matching. They need matching they can trust.A candidate can look strong on a resume but fail in real technical reasoning. Another candidate can look average on paper but be a strong fit after reviewing GitHub, project history, salary expectations, timezone, and AI technical interview evidence.This creates a serious reliability problem for hiring agents. If the matching agent over-trusts resumes, ignores missing evidence, or fails on edge cases, the company receives weak-fit candidates with confident explanations. That creates false positives, wastes CTO and senior engineer time, and turns hiring back into a lottery.This is especially dangerous in technical hiring because the cost of a wrong engineering hire is high: months of lost development, salary, onboarding, team distraction, and another hiring cycle.The challenge is not only to match candidates faster. The challenge is to make the matching agent reliable under real-world edge cases.Our solutionWe are building WorkorAI Matching Reliability Agent — an optimization agent that improves the reliability of developer-role matching.The agent stress-tests WorkorAI matching logic against difficult hiring scenarios: incomplete resumes, inflated skill claims, missing salary data, timezone conflicts, mismatched seniority, strong GitHub but weak interview performance, or strong interview evidence but weak resume structure.It compares candidate claims from CV, GitHub, and LinkedIn against AI technical interview evidence and the role scorecard. Then it detects weak reasoning, flags unsupported fit scores, identifies missing evidence, and improves the final match report.The output is not just a ranked shortlist. It is a reliability-checked shortlist.Retrieval layer: RAG with gemini-embedding-003Each job and candidate profile is ingested as semantically chunked documents with explicit metadata boundaries for stack, seniority, locale, and AI interview transcript. Embeddings are generated using `gemini-embedding-003` and stored in a vector index. For each job↔candidate pair, vector search retrieves the most relevant evidence context and feeds it directly into the reasoning layer.Reasoning layer: Gemini 3 ProRetrieved evidence feeds a Gemini 3 Pro reasoning layer on top of WorkorAI's own matching model. It evaluates the full evidence picture — technical depth from GitHub, behavioral signals from the AI interview, stated expectations vs. role requirements — and produces a corrected, explainable match report.Each candidate report includes:— original fit score — corrected fit score — confidence level — missing evidence — risk notes — reasoning issues detected — AI interview evidence — recommended follow-up questionsDemo scenario:Before optimization, a candidate receives an 88% fit score because the resume lists Python, FastAPI, PostgreSQL, and AWS.After the Matching Reliability Agent runs, the score is corrected to 71% because the AI technical interview shows weak system design reasoning, limited production AWS experience, and unclear ownership of backend architecture.The agent then explains the risks and generates follow-up interview questions for the CTO.ResultWorkorAI does not only match developers faster. It makes matching safer, more explainable, and more reliable for real hiring decisions.","https://devpost.team/google-cloud-for-startups/projects/15869"
"15886","Danish's project","Danish Javed","OPEN","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveModern farming faces a perfect storm of pressures: unpredictable climate, depleted water tables, rising input costs, labor shortages, and volatile markets. Existing tools tackle small slices of this problem but rarely connect them.Pain PointsGeneric regional weather forecasts miss what is actually happening on a single field.Over-irrigation wastes up to 50% of agricultural water in many regions; under-irrigation kills yield.Disease and pest outbreaks are usually detected only after visible damage, when it is too late.Smallholder farmers cannot afford enterprise platforms like Climate FieldView or Taranis.Most digital tools are dashboards. They show data but do not make decisions or take action.Language and literacy barriers leave huge populations of farmers unable to use existing apps.Our solutionAgriMind is a cloud-hosted AI agent that pairs a reasoning engine with a library of specialized agronomy modules and a real-time alert system. It pulls live data from public weather APIs, optional on-farm sensors, and a built-in crop-knowledge database, then continuously asks itself: what is the best action for this field, this crop, this hour?The agent communicates with farmers through a lightweight mobile-first web app, SMS, WhatsApp, voice calls, or smart-speaker integration. When the agent has authority and connected hardware, it executes actions directly — opening an irrigation valve, dispatching a drone, or placing an input order. When it does not, it sends a clear alert with one-tap approval.","https://devpost.team/google-cloud-for-startups/projects/15886"
"15259","Track 1.WorkorAI Employer Hiring Agent","Alex Yakushin; Ivan Medvedev","CLOSED","Build (Net-New Agents)","An MCP-powered hiring agent that lets company AI agents create hiring requests and receive verified developer matches for specific engineering roles.Problem to solveTechnology companies worldwide receive hundreds or even thousands of applications for engineering roles, but the best candidates often get lost among weak-fit profiles.For CTOs, founders, VP Engineering, and recruiting teams, hiring developers becomes like searching for a needle in a haystack. Teams manually review resumes, check tech stacks, assess experience, salary expectations, time zones, and technical depth.The cost of a wrong hire is high. When there is not enough verified data about a candidate, hiring becomes a lottery: decisions are made based on a resume, a short call, and a subjective impression. A bad engineering hire can cost months of lost development, salary, onboarding, team time, and another hiring cycle.Companies have already tried job boards, LinkedIn, ATS tools, recruiters, and AI agents. But these tools either increase the flow of profiles, store applications, or require manual communication. Company AI agents still do not have a secure way to create a hiring request and receive verified, explainable matching for a specific role.Our solutionWe are building WorkorAI Employer Hiring Agent — an MCP-powered agent interface for company AI agents.WorkorAI is a developer hiring platform that verifies candidates through CV, GitHub, LinkedIn, and AI technical interviews, then matches them with engineering roles through explainable matching.An employer creates a workspace in WorkorAI, receives an API key, and connects it to their AI agent. After that, the agent can describe a role in natural language, send a hiring request through MCP, and receive a shortlist of developers who actually fit that role within minutes.Each match includes:— fit score — tech stack fit — salary fit — timezone fit — key match reasons — risks — evidence from the AI technical interview — questions for the next interview Demo scenarioA CTO writes to their AI agent:“Find me a senior backend engineer for a remote AI product team. We need Python, FastAPI, PostgreSQL, AWS, product engineering experience, and availability in GMT+2–GMT+7.”Through WorkorAI Employer Hiring Agent, the agent creates a hiring request, sends the role description to WorkorAI, receives structured hiring intent, requests matched developers, and returns an explainable shortlist.Result: the company no longer searches for a needle in a haystack manually. Its AI agent gets verified matching for a specific engineering role within minutes.","https://devpost.team/google-cloud-for-startups/projects/15259"
"15870","Track3. WorkorAI Enterprise Self-Hosted Hiring Agent","Alex Yakushin","CLOSED","Refactor for Google Cloud Marketplace & Gemini Enterprise","A self-hosted AI hiring system that runs inside the customer’s own Google Cloud environment, so candidate data, interview transcripts, and fit scores stay under the company’s control.Problem to solveEnterprise technical hiring has a data security problem.AI hiring tools can now screen, interview, and match developers at scale. But large companies cannot easily use third-party hiring SaaS when the workflow requires sending candidate CVs, AI interview transcripts, internal salary bands, role requirements, and fit scores into an external vendor environment.For legal, security, and compliance teams, this creates a hard blocker. Hiring data is sensitive: it includes candidate identity, technical performance, compensation expectations, workforce planning, and internal role requirements.The result is a bad tradeoff: enterprises either keep slow manual hiring workflows or use AI hiring tools while accepting sensitive data exposure.There is no simple enterprise-ready way to run an agent-native AI hiring system inside the company’s own infrastructure, on the company’s own keys, without routing sensitive hiring data through a third-party platform.Our solutionWe are building WorkorAI Enterprise Self-Hosted Hiring Agent — an AI hiring system that runs inside the customer’s own Google Cloud environment.The system verifies developers through CV, GitHub, LinkedIn, and AI technical interviews, then matches them with engineering roles through explainable fit scoring. In the enterprise version, the entire workflow runs inside the customer’s perimeter.Instead of sending candidates to an external platform, the company invites them into its own private hiring instance. The AI interview, profile analysis, semantic matching, reliability scoring, match report, evidence, risks, and follow-up questions are generated locally.The system is designed for Google Cloud Marketplace and Gemini Enterprise:— deployed on Google Cloud via GKE or Cloud Run— Gemini 3 Pro runs on the customer’s own Google Cloud project and API keys— semantic matching uses gemini-embedding-003— A2A protocol enables discovery and coordination with enterprise agents— candidate data, interview transcripts, and fit scores stay inside the customer’s environment— audit trail supports legal, security, and compliance reviewDemo scenarioA company deploys the system inside its own Google Cloud project.Its internal HR agent sends a hiring request for a senior backend engineer. Candidates receive a direct link to the company’s private AI interviewer. The interview runs inside the company’s infrastructure. The matching agent processes CV, GitHub, LinkedIn, and interview evidence locally.The CTO receives a verified shortlist with fit scores, evidence, risks, and follow-up questions — without candidate data ever leaving the company’s perimeter.ResultEnterprises get agent-native technical hiring without the data governance risk.Their cloud. Their keys. Their candidate data. Their hiring agents.","https://devpost.team/google-cloud-for-startups/projects/15870"
"15893","Ku-AI-Sales-System","Vinay Kumar","OPEN","Build (Net-New Agents)","Ku-AI-Sales-System is a backend AI agent system that helps B2B sales teams find potential customers and write personalised cold outreach to them - automatically.A sales team starts by describing its product. From there, the system does three things:Finds leads — it searches directories like Crunchbase, G2, and LinkedIn to find companies that match the ideal customer profile.Researches each lead — it crawls the target company's website, social media, and news to build a detailed profile: who works there, who makes buying decisions, what tools they use, and what problems they might have.Writes the outreach — using everything it learned, it drafts two A/B-tested cold emails and a LinkedIn message for each decision maker, personalised to their role, interests, and pain points.","https://devpost.team/google-cloud-for-startups/projects/15893"
"15932","Biswajyoti's project","Biswajyoti Kar","OPEN","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveExisting incident reviews rely on incomplete 5-Why chains, inconsistent action closure, and weak reuse of historical learning, which reduces RCA quality and delays prevention of repeat failures.Target Users:a) Reliability and maintenance teamsb) Safety and process excellence leadersOur solutionThis Application is an autonomous incident investigator and CAPA copilot for heavy metal industry operations that ingests CAPA records, cleans and normalizes incident data, retrieves similar historical cases through semantic similarity search, and generates structured RCA outputs through a LangGraph-orchestrated analysis pipeline. Its core value is to convert inconsistent manual investigations into repeatable, evidence-grounded outputs such as incident triage, executive summaries, timelines, 5-Whys, Fishbone, Bowtie, FMEA, Fault Tree Analysis, CAPA actions, and systemic recommendations.","https://devpost.team/google-cloud-for-startups/projects/15932"
"15936","Scytle AI Design Agent","","OPEN","Optimize (Existing Agents)","Ready to start building? Check out this guide for next steps.Problem to solveAI website builders are good at first drafts, but weak at real iteration. They regenerate too much, lose design consistency, and make section-level editing unreliable.Our solutionScytle is an AI design agent that generates and refines web pages on a structured canvas. Users can create full pages from a prompt, select any section, and update it in place without starting over.For this challenge, we’re entering the Optimize (Existing Agents) track and improving reliability across tool routing, edit precision, visual consistency, and production readiness.","https://devpost.team/google-cloud-for-startups/projects/15936"
"15288","Synapse: Shared memory for your AI agent fleet","Joseph Thomas; Tanishq Kaul; Marisha Boyd","OPEN","Optimize (Existing Agents)","Your AI agents have amnesia. Join the team curing it!Problem to solveAI agents are powerful but stateless. Every conversation starts from zero. They don't know what you watched last week, what your team decided in Tuesday's meeting, or which of your anchor concepts a new idea connects to. Meanwhile, knowledge workers ingest huge volumes of unstructured content (meetings, YouTube, docs, notes) that sit in silos and never get cross-referenced. The result: agents can't act as real thinking partners because they have no access to the context that makes you you. Giving every agent its own memory store doesn't scale either. What's missing is a shared, structured, queryable knowledge substrate that any agent can read from.Our solutionSynapse is a personal knowledge graph that functions as the shared memory layer for AI agent fleets. It ingests content from meetings, YouTube playlists, documents, and notes, then uses Gemini 2.5 Flash to extract typed entities and relationships across 24 categories, and Gemini text-embedding-004 to make every passage semantically retrievable. The graph is exposed to any MCP-compatible agent (Claude Desktop, Claude Code, custom runtimes) via 15+ tools including ask_synapse, search_entities, get_connections, and get_source_content.The loop compounds: every source you add makes every agent smarter, every query richer, and every cross-connection more likely to surface the non-obvious link that matters.","https://devpost.team/google-cloud-for-startups/projects/15288"
"15969","Chandan Kumar 's project","Chandan Kumar Barada","CLOSED","","Ready to start building? Check out this guide for next steps.Problem to solveEnterprises lose billions every year due to slow, manual, and error-prone procurement processes. Critical data is scattered across ERP systems, supplier portals, contracts, compliance databases, and market tools. Sourcing takes weeks, compliance risks are high, and human-dependent workflows lead to missed savings, stockouts, and costly mistakesOur solutionProcureGuard – a secure, multi-agent AI platform built natively on the Gemini Enterprise Agent Platform using the Model Context Protocol (MCP). It lets users simply describe what they need in plain English (“Source 500 laptops under budget with ESG compliance”). A team of specialized agents then autonomously researches suppliers, checks internal data, ensures compliance, negotiates, and generates purchase orders – all while staying fully governed and integrated with enterprise systems via MCP.Fast to build, production-ready, and designed to deliver 60-80% faster procurement cycles with measurable cost savings and near-zero compliance risk.","https://devpost.team/google-cloud-for-startups/projects/15969"
"16017","Tablo Study","Abemelek Samson Abduke","CLOSED","Optimize (Existing Agents)","Problem to solve Standard AI chatbots degrade the educational process by instantly handing out answers instead of guiding a student's reasoning. Furthermore, learning is inherently visual and spatial, but current AI interactions are trapped in linear, text-based chat interfaces. Students don't just need an answer key; they need a dedicated mentor who can visually ""see"" their work, draw diagrams to explain complex concepts, and guide them through a structured, Socratic learning process without breaking conversational flow.Our solution We are building Tablo, a real-time, multimodal Socratic AI whiteboard. Tablo replaces the traditional chatbox with a shared digital canvas. Using a sub-second WebRTC voice loop paired with Gemini Live, the AI communicates via natural voice. Through a triggered board-snapshot system, the agent maintains spatial awareness of the student's work without exhausting context windows. The agent can natively execute deterministic commands to draw 20+ types of diagrams (SVGs, 3D shapes, math graphs) directly on the board alongside the student. Bounded by strict Socratic prompting, the agent acts as a true tutor. We will leverage Google Cloud infrastructure to transition Tablo to production-grade reliability, utilizing Gemini for core reasoning and multimodal RAG to securely ground the agent's knowledge in user-uploaded textbooks.","https://devpost.team/google-cloud-for-startups/projects/16017"
"16032","Hasan's project","Hasan Akay","OPEN","Build (Net-New Agents)","Problem to solveHealthcare education is often fragmented and inefficient for medical students. Students struggle to connect theoretical knowledge with clinical reasoning, lack personalized case-based practice, and spend excessive time searching multiple sources instead of learning in a structured way. There is no intelligent system that actively guides learning through adaptive questioning and clinical scenario simulation.Our solutionWe are building an autonomous AI medical learning agent that simulates real clinical reasoning sessions for medical students. The agent generates patient cases, analyzes user responses, asks adaptive follow-up questions, and provides step-by-step diagnostic reasoning feedback.It acts like a virtual clinical tutor:Generates dynamic medical casesEvaluates student decisions in real timeAdapts difficulty based on performanceExplains reasoning, not just answersTracks weak topics and reinforces themThe system is built using Gemini-powered agents and designed to operate as a multi-step autonomous learning assistant rather than a static Q&A tool.","https://devpost.team/google-cloud-for-startups/projects/16032"
"16034","Cleo AI","Yashas Gunderia","CLOSED","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveStartups get constant feedback from users across chats, tickets, calls and docs, but it sits scattered and unused.Founders and PMs waste hours manually reading, tagging and guessing what to build next, and still miss the real patterns and urgent issues.Our solutionAI that turns raw customer feedback into shippable product featuresCleo connects to your feedback sources, reads everything for you and groups similar pain points.It highlights what users need most right now and turns that into clear, ready-to-build feature ideas and tickets for your team. It can guide agentic tools and monitor the results and improvements in real time.","https://devpost.team/google-cloud-for-startups/projects/16034"
"16044","MentorIA Municipal Agents","Daniel Sánchez","OPEN","Build (Net-New Agents)","MentorIA Municipal Agents is a multi-agent orchestration system that turns the citizen-government interface into a single conversational entry point. Instead of forcing citizens to navigate fragmented portals, paper forms, and disconnected departments, our agents collaborate to interpret requests, validate documents, ground answers in municipal law, and route cases to the right department — all through WhatsApp or web chat in natural Spanish.Built on Google's Agent Development Kit (ADK) with Gemini 3.1 as the reasoning engine, the system orchestrates three specialized agents communicating via the A2A protocol: a Normative Agent grounded in municipal ordinances and Dominican constitutional law via Vertex AI Search, a Document Validator leveraging Gemini's native multimodal capabilities to verify IDs and permits, and a Routing Agent that connects to the municipality's case management system through a custom MCP server. The system is deployed on Cloud Run with Cloud Trace for observability, and produces an immutable audit trail for every decision.The pilot deployment targets the Ayuntamiento de La Romana under a signed Declaration of Interest with the municipal government. The architecture is designed to be replicated across Latin American municipalities through a ""Digital Government Franchise"" model promoted by IDECON 3x7, a Dominican civil society organization participating in the Google.org AI for Government Innovation Accelerator 2026 cohort.","https://devpost.team/google-cloud-for-startups/projects/16044"
"16054","AI-Powered Grant & Funding Discovery Agent for Startups","ram prasad somaraju","OPEN","Build (Net-New Agents)","Problem to solveThe ProblemEarly-stage founders waste dozens of hours every month manually searching for grants, accelerators, competitions, and non-dilutive funding — across government portals, foundations, and platforms that update constantly. Most miss opportunities simply because they didn't know they existed.Our solutionAn autonomous multi-agent system where founders input a brief profile of their startup (sector, stage, location, team demographics), and the agent:Discovers relevant grants, competitions, and accelerators in real-time via MCP-connected tools (web search, government APIs, Crunchbase, etc.)Qualifies each opportunity against the startup's profile and eligibility criteriaDrafts tailored application sections using the founder's existing materialsTracks deadlines and sends proactive nudges when action is needed","https://devpost.team/google-cloud-for-startups/projects/16054"
"16064","Sagar's project","Sagar Kumar","CLOSED","Build (Net-New Agents)","TrialMatch is a multi-agent AI system that allows a single clinical research coordinator to deeply steward 100+ complex patient profiles across thousands of global trials—instead of 5–10—by autonomously running the recruitment chain (Profile → Search → Logic → Action). We use Agentic Workflows, Long-Context Reasoning, and the Model Context Protocol (MCP) to automate the high-stakes eligibility matching that currently causes 85% of clinical trials to fail their enrollment targets.The Business Use CaseClinical research is a $70B+ industry where the primary failure point is not science, but administrative latency. We analyzed the recruitment workflow at major oncology centers and identified a universal pattern:The Cognitive Saturation Point: Research nurses can only deeply steward a handful of patients at a time because the cognitive load of cross-referencing 100-page trial protocols against messy patient charts is a manual ""search and compare"" task.The ""Analyst"" Gap: Existing tools are static databases (search engines). They require the human to do the reading. There is no ""Intelligence Layer"" that reads the protocol for the nurse and justifies the match.The Cost of Silence: A single day of recruitment delay costs pharmaceutical sponsors between $600k and $8M in potential daily revenue. For the patient, it is the difference between a life-saving intervention and running out of time.","https://devpost.team/google-cloud-for-startups/projects/16064"
"15872","ACRA Agent Mesh","Darwin Thangappan; Evelyn James; Mohamed Imran; Mahiba Godwin; ARJUN PERIYASWAMY; Vicson Moses; Tom Praison","CLOSED","Refactor for Google Cloud Marketplace & Gemini Enterprise","Ready to start building? Check out this guide for next steps.Problem to solveEnterprise users still spend too much time navigating complex ERP systems instead of simply expressing intent and getting work done.Our solutionACRA’s solution is an agentic AI platform built around a mesh of Enterprise AI Agents that work alongside humans as intelligent digital coworkers. Instead of forcing users to navigate complex ERP workflows and multiple enterprise systems manually, the platform enables users to simply express intent in natural language. The AI Agents understand the request, collaborate with other agents when needed, orchestrate actions across connected enterprise applications, and autonomously execute tasks on the user’s behalf. By combining AI-driven reasoning, workflow orchestration, and enterprise system integration, ACRA transforms traditional click-driven operations into outcome-driven autonomous execution.","https://devpost.team/google-cloud-for-startups/projects/15872"
"15800","KidTok - Lessons on Any Topic That Your Kid Loves to Finish","Wiktor Grzyb","CLOSED","Build (Net-New Agents)","Problem to solveParents desperately want their children's screen time to matter, but the only alternative to low-quality YouTube is generic EdTech that doesn't hold a 4-year-old's attention for 30 seconds. There's no tool that lets a parent say ""I want my child to learn curiosity about science, the way I am"" and get back something their child will actually finish watching. The content that kids love (short-form video) and the content parents want them to consume (educational, values-aligned) have never overlapped - until now.My solutionKidTok is a multi-agent AI system that transforms any parent's intent into a fully produced, ~30-60-second personalized video lesson for their child in under 5 minutes. A parent describes a topic, their child's age, and what values they want to reinforce. An orchestrated pipeline of specialized agents, built on Google ADK and powered by Gemini, takes it from there:• A Curriculum Planner Agent scaffolds age-appropriate content using co-designed pedagogy (hook → learn → play → micro-reward), shaped by a 40-year kindergarten teacher.• A Content Agent generates narration lines, quiz moments, and values tagging via Gemini.• A Narration Agent calls ElevenLabs TTS via MCP tool connection.• A Visual Asset Agent generates scene-by-scene imagery.• A Video Composer Agent assembles the final personalized lesson.The result is not a YouTube recommendation, but a lesson built specifically for that child, by that parent's intent. KidTok is live in Beta and has paying customers since May 2, 2026.","https://devpost.team/google-cloud-for-startups/projects/15800"
